PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_avg_16_stor,firmness_avg_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_jul_16_harv,weight_avg_16_harv,brix_avg_16_harv,firmness_avg_16_harv,flowering_jul_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_avg_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_avg_17_stor,firmness_avg_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_jul_17_harv,firmness_avg_17_harv,weight_avg_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_avg_17,percent_firmness_avg_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Beforest,492,17959,USDA,domestica,NA,Canada,new,NA,5.7352,14,96.581,4.2434,2.44106569953968,4.32700512447091,14.5392394782753,282.526135121907,113.708272253586,13.1831535429503,6.91667138656397,151.930159232927,2.01652880100029,3.23860798026758,130.539838180946,32.5443311255907,6.19613853687162,-15.0624681161188,-38.6496804193554,-24.6260827363862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93083082735156,2.81974434049251,NA
Bella de Jardins,507,128375,USDA,domestica,NA,Spain,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.943019904397,1.0441135114085,NA,NA,NA,NA,NA,NA,NA,5.4672,9.5,128.746,4.0242,1.73763535264852,12.3285108751089,6.30487881061603,257.383539616005,7.25880555824512,155.027168347671,1.92481857184441,-13.2862000329897,-22.9428428442208,-16.9526210326771,-44.5611269277078,-9.72472013383195,NA,NA,105.338673791837
Bella di Pontoise,569,127885,USDA,domestica,dessert,France,old,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.101373143864,1.53476694176049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2005377023497,6.66154003964798,289.229702843948,11.0730725884032,290.985724607399,1.50005034039061,NA,NA,NA,NA,NA,NA,NA,135.305145132326
Belle de Boskoop,548,226719,USDA,domestica,dessert,Netherlands,old,1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.934111117361,2.4598300488262,NA,NA,NA,NA,NA,NA,NA,9.246,13.95,220.032,5.2753,1.50573828510726,12.2636293474224,10.8046553339414,279.115509891226,9.35862647290984,232.424836574082,1.15324566043498,-14.4257756103065,13.7509916909878,-5.33197603007971,-43.6316855334459,30.5652678146066,NA,NA,127.244331234908
Belle de Crollon,429,140130,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.538764819112,0.989589437385526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belle de Nordhaussen,405,18270,USDA,domestica,dessert,Germany,old,1892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.17062134417,1.02074048843098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belle Fille,553,140199,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,2.41820541935198,18.9780546184273,278.888203769216,83.4839924248531,11.5722534235422,7.77447187612524,151.773432409422,1.51313551400862,5.02354129402901,127.576265907932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5829542062058,11.749819392192,NA
Belle Fleur de France,499,18183,USDA,domestica,dessert,Belgium,old,NA,7.0886,14.3,80.927,6.0174,2.01732358998956,5.7730890509624,16.5898259852565,311.141820416361,113.252976328608,13.3342912585636,8.1751817867197,154.250060924121,1.98797920147138,2.34238796081227,156.812391001017,22.7869505809597,7.24229524247268,-28.5431583138379,-26.3942973136688,-13.8774778670732,7.3566,14,156.734,6.4248,1.90305304080689,11.601967233399,10.5454642989262,290.101182370675,10.7265208021415,203.092253987462,1.05671533254265,-30.2392024526688,20.6691909945901,-22.8262048784608,-40.1035981889177,80.0913625647692,7.43474925197673,6.63333881122935,136.277444202709
Belle Imperiale,388,133110,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,2.39179340026545,236.74921138269,109.200128973992,7.96571202228288,3.32615315334305,154.138050784592,1.33852202336911,NA,82.4734114154332,NA,NA,NA,NA,NA,NA,NA,84.85,2.0892,NA,10.8671307959225,7.02056129239987,226.719790183694,4.18254177751948,106.672071192837,1.52731288563579,NA,NA,-20.4571552317457,-50.0495126855844,NA,9.42157142728721,8.72737860708181,72.7981726133652
Belle Norman,487,139555,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.984358184482,3.55839530684959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benoni,444,9333,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.272799548266,3.46443348286181,NA,NA,NA,NA,NA,NA,NA,4.958,12.5,136.06,4.247,2.52117789431222,11.6009825160561,6.81241188329051,239.926506855208,5.60216766290248,144.649703969021,1.75933489495923,-27.2210769850692,7.74949434411813,-5.93827967381158,-24.190058999419,43.302898245001,NA,NA,NA
Berglander,425,134033,USDA,domestica,dessert,Belgium,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.149907240994,1.94233270649619,NA,NA,NA,NA,NA,NA,NA,3.9128,12.9,123.126666666667,5.97433333333333,3.29687180535678,12.1569577140577,6.450181880743,275.476793395162,8.55670902966554,150.700885981888,1.93469915027539,-39.3381446857855,6.11207428222838,-18.2973173220329,-30.1795431792677,70.407466447044,NA,NA,114.482817978814
Berlepsch Red,530,17161,USDA,domestica,dessert,Germany,old,NA,9.1254,15.8,103.021428571429,5.94128571428571,1.73143095097201,8.85282773430604,10.6392394782753,311.168363652727,139.755204740866,13.4423900188834,7.16404588429514,152.336049291409,1.91427980028921,1.54343658917549,159.019934448884,3.0789288335263,17.5386220590588,-26.2843707592492,-17.0680114248003,12.1802452471952,7.7251,14.3,122.608,6.0784,1.85110872351167,12.2009825160561,11.3148118832905,260.926506855208,10.4399676629025,118.779703969021,1.18636584081836,-31.7257760917061,17.2036758611994,3.22302203411575,-41.7775974383613,56.0318630073475,4.55290096327379,4.48176082647944,109.043792873542
Beverly Hills,438,21821,USDA,domestica,dessert,United States,new,1945,NA,NA,NA,NA,NA,9.52700512447091,14.5856725701306,262.303775771216,149.800823202573,12.8720424318391,4.67991754159528,153.076172361515,2.00225400174365,1.34585435707917,108.653584176428,NA,NA,NA,NA,NA,5.8424,11.8,152.284,3.274,2.01971792414076,13.601967233399,9.95586429892622,247.283720895219,5.01792080214153,194.096253987462,1.32997052213454,-41.3169984585856,-13.2478427750829,-21.5420200691575,-34.7538526593976,51.8618563740201,5.09009210756773,5.12849697607592,94.3234304156286
Binet Blanc,550,132248,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.974678400809,0.993782121631552,NA,NA,NA,NA,NA,NA,NA,1.876,13.9,70.946,8.7782,7.40938166311301,12.0732428243353,2.90137760064273,267.581679024246,10.8243256135307,69.6402655491185,3.92732181855986,-35.341060068003,15.1306256508203,1.87497052256434,-18.9030308823396,88.6624525674856,NA,NA,110.48057509834
Binet Rouge,537,138366,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.869469004605,2.03227374269363,NA,NA,NA,NA,NA,NA,NA,1.407,15.7,34.682,7.1914,11.1584932480455,9.53382456200123,2.60177417372173,278.407198883855,11.0752701189465,45.5903942493006,3.50629193090071,-45.9215171627542,64.6768293028505,-23.9269574850583,-35.0679493794228,218.241990910867,NA,NA,121.306619859638
Bisbee,374,2583,USDA,domestica,dessert,United States,new,1956,2.4522,12.1,155.398888888889,5.18311111111111,4.93434467009216,2.48342999439337,12.5463147372647,312.945071757493,174.060875528,11.6049927682962,7.89581095327973,151.960967448775,0.983601804141492,4.36536089325936,160.743458039123,-1.25753471867036,4.26546781705988,-10.7215286505375,-34.3561903675243,13.0340604304075,2.3316,11.3,161.554,6.9724,4.84645736833076,8.20302493647561,3.31389383927841,278.075128809535,8.17240383642777,192.336703814273,2.52580928756292,-29.6416809626075,37.7540613067427,-16.0045915333965,-14.6836091368718,91.8774070629444,3.71715345573833,4.28803954463003,126.032773685196
Bisbee Giant Winesap,406,6388,USDA,domestica,dessert,United States,new,NA,5.6816,13,152.715,NA,2.28808786257392,NA,NA,NA,NA,NA,NA,153.930190989881,1.48360180482146,NA,NA,NA,NA,NA,NA,NA,4.6766,11.5,176.366,5.4702,2.4590514476329,10.3535927217321,7.18827567724556,285.362963068164,9.02750383642777,248.379714942948,1.51522809429027,-34.9412820267349,11.0725552866456,-28.9933962439281,-39.4051766787774,62.2891930857918,5.40275634711095,5.53749830242339,131.380158504365
Black Ben Davis,403,11021,USDA,domestica,dessert,United States,new,NA,7.7586,12.2,146.147,6.3256,1.57244863764081,5.19558616225713,13.4377492776935,310.578398974672,154.330832235796,12.0452993593262,9.19668117363134,153.197872397903,1.00547984921112,2.30542993181631,157.392061932302,49.3306001998707,1.28432375202049,-5.30278500882588,-31.2186659450942,-31.7936921031483,4.5962,13.6,206.56,8.3796,2.95896610243244,10.7869431525074,7.34433090329396,282.660725138338,9.74676809283446,211.379340784022,1.50356805009169,-37.4183971212601,26.078350536581,-2.27994881909778,-14.0268864490534,96.7962874877527,4.14799245532892,3.59793870600186,129.598234518675
Black Crofton,383,11451,USDA,domestica,cider,United States,new,1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47565768488458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Gilliflower,555,6460,USDA,domestica,dessert,United States,new,NA,4.7436,15.3,145.499,6.1468,3.22539843157096,5.24641585071699,10.5898259852565,308.792177730089,185.173162073727,12.7608784586509,9.08277712676362,153.907248009771,0.959830048967104,2.42626697777158,154.728602726261,-9.58398771702922,19.8977017889217,-21.4254385621663,-32.3246633247487,32.9366661262211,NA,NA,190.398,5.1665,NA,12.697970244984,5.50122371327162,282.211126693363,10.6370264729098,186.679524815814,2.3381393480687,NA,NA,1.99190306909919,-51.4290952160554,NA,3.46625716154744,3.60783166951241,128.27790264936
Black Oxford,448,137647,USDA,domestica,dessert,United States,new,NA,5.1188,20.1,95.055,9.669375,3.92670157068063,7.11264191840315,7.93923947827527,312.878761717967,170.102450118876,16.6652704055043,12.1311468751414,153.737428963335,1.91966934376404,2.44928370447245,159.373746855877,-28.0323674560969,20.6101041922564,-44.1189706946779,-20.2929854899865,60.3204056561671,3.7386,14,192.824,5.9524,3.74471727384582,11.6707239574335,5.40725240149377,281.960036517539,11.540408560926,171.386723630747,2.13488919914818,-30.859524904604,19.9582823744443,12.5081312689305,-48.4212368342496,75.4056967143757,7.08155235320928,7.18546683563665,128.188929092979
Black Pearl,358,NA,Kentville,domestica,dessert,Canada,new,2010,2.5862,12.4,139.012,5.4354,4.79467945247854,4.46353585019735,12.0856725701306,310.414301837211,159.096996993523,13.0298715495707,7.54251815352347,153.97675338119,1.02828587599884,2.92482846056725,156.536697698681,-42.0593877410965,-4.83405801181096,-12.6243721585397,-27.9365340677256,63.930278890566,3.6046,11.5,115.754,5.9532,3.1903678632858,11.4791547665879,6.0168149448888,257.72689227903,10.493439298474,149.934033488156,1.9179266813192,-40.0912271190581,0.181592058265244,-22.7967144569989,-43.2674089908183,66.3446206969383,3.59391061821774,4.26823528269705,106.723385458954
Blackmac,70,NA,Kentville,domestica,NA,Canada,new,NA,4.8374,12.3,155.026,3.7901,2.54268822094514,6.1945018928077,17.1856725701306,281.572719939466,168.039058640207,11.340673437069,5.34311303460567,152.213232850019,1.97845993633222,1.85090600594201,129.344849361743,-21.908168183521,8.45916751112215,-7.74406780513428,-29.0656968053509,37.3753293134435,5.7888,11.1,157.766,3.9168,1.91749585406302,10.0806254445082,10.0190296273363,246.741683363857,7.81945735869514,137.266792451218,1.03352398223399,-42.2219494769671,10.1122153690091,14.9338431988691,-49.9095676294652,85.5298848429527,4.82002788507555,5.56797597921227,94.620348118386
Blahova Ruzena,443,17879,USDA,domestica,dessert,Czech Republic,old,NA,7.0216,15.2,138.51,7.5163,2.16474877520793,6.99777783605616,12.3377492776935,308.909344186205,166.051220768719,14.1508844789401,11.195928220848,155.434337258222,1.03278183124155,2.04955527832917,153.637741334122,0.340424696267089,7.4137805493447,-16.5859790980274,-32.8657718079698,5.62041424775172,10.2644,15.6,160,10.1694,1.5198160632867,13.4430975744784,12.3677657672399,289.113727256008,13.0998929974542,177.797315597386,1.01615410755175,-17.0068370215367,16.0446832552674,-10.0098899342706,-22.3703582771531,49.5655090100888,3.78127209962676,3.95112752545912,133.5179342228
Blairmont,480,21827,USDA,domestica,dessert,United States,new,1982,NA,NA,NA,NA,NA,4.72700512447091,13.8856725701306,283.303775771216,216.300823202573,12.8400979873947,5.19502865270639,151.943320991695,1.07186498902388,2.86165090956051,131.653584176428,NA,NA,NA,NA,NA,4.3818,11.2,144.55,4.2762,2.55602720343238,12.0897719874015,7.13115551504018,243.60586075018,7.4463127907483,191.487927801968,1.63647451325076,-38.5541376743442,-7.35970858944828,-24.5122125142583,-42.5729200455697,56.1910792215751,NA,NA,91.6311053778937
Blauacher,391,401294,USDA,domestica,NA,Switzerland,old,NA,5.4806,12.2,96.73,6.43285714285714,2.22603364595117,6.3945018928077,15.5392394782753,308.888119531022,123.54288588225,12.5851178815134,10.0411055583003,159.101169015227,2.0347669405727,1.99033252923949,147.310084726418,-14.2919950314758,-3.06010547647797,-21.7033022102184,-35.9347722667896,11.8422983722093,NA,NA,NA,NA,NA,12.928473684759,8.6608244014358,281.795115940996,10.7836725884032,188.569567897588,1.40980368706197,NA,NA,NA,NA,NA,3.24380446907639,2.68761082101295,124.733555269767
Blaxtayman,434,21830,USDA,domestica,dessert,United States,new,1930,5.1992,11.9,117.287,4.9535,2.28881366364056,5.64803595639826,20.0694736145358,312.865835864871,138.403053872755,11.0851315869002,7.55285111933315,154.027213240109,0.948641758010718,2.06455780134153,158.863055006545,-7.94676166836023,7.35100351955016,-15.2569277063559,-34.4154952648219,10.8621740768561,NA,NA,NA,NA,NA,8.85642960710447,10.4197329482369,267.767307422489,9.74439251277705,194.348155483574,0.873026662115524,NA,NA,NA,NA,NA,4.25050038691306,4.83743319481379,113.706844647799
Blaze,549,21835,USDA,domestica,dessert,United States,new,1958,NA,NA,NA,NA,NA,5.62828498122199,9.25006604445979,273.339470236687,194.058935875555,12.2601743939548,5.70544350673181,152.908703441045,1.49961650898733,2.19840328982518,120.563199500277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2192875510112,8.98651261554312,261.206056816525,7.99888685210709,182.389516367294,1.55857647395494,NA,NA,NA,NA,NA,5.14694406040835,5.6813805227082,108.306895927268
Blenheim Orange,439,18328,USDA,domestica,dessert,United Kingdom,old,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.834998789434,2.53143694017971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.931082177238,NA,274.760275502283,8.67688356415893,270.348661337654,NA,NA,NA,NA,NA,NA,NA,NA,120.612330903289
Blue Pearmain,574,24920,USDA,domestica,dessert,United States,new,NA,3.2026,13.3,245.855,4.1255,4.15287578842191,4.05282773430605,5.07805461842728,310.957875058726,246.546206205903,12.9757233522167,4.83433145847316,151.109850740062,1.52074048843098,3.08820190138264,158.740398092076,-20.9786299849143,2.49910266257258,-0.280355644704482,-14.6624505283101,34.4755272173946,2.747,13.3,207.258,4.746,4.84164543137969,12.5005377023497,4.61134003964798,275.229702843948,8.92107258840315,208.473724607399,2.77777740836394,-40.4294635316094,6.39542327447265,-0.583154836269393,-46.8001190106948,74.2992587095497,6.94845652215857,8.11654044240823,125.305145132326
Boche,543,140134,USDA,domestica,NA,France,old,NA,11.9662,12.6,96.354,5.7858,1.0529658538216,7.21264191840315,5.93923947827527,312.878761717967,185.102450118876,12.4430481832821,7.15314687514139,153.737428963335,1.91966934376404,1.82113704674833,159.373746855877,65.9059209562045,1.26136147996898,-47.9455836818368,-19.1153194392414,-42.1808558723415,7.9998,11.1,124.818,5.737,1.38753468836721,10.0707239574335,10.6064524014938,274.960036517539,8.83940856092598,125.440723630747,0.998261165625755,-24.5761004982843,10.2204771664579,-0.496428602070314,-35.0974676590917,38.9951583959936,6.36859006070187,6.30589997671698,121.188929092979
Bodil Neergaard,409,128322,USDA,domestica,dessert,Denmark,old,NA,6.7938,13.2,79.884,4.718,1.94294798198357,5.424962453291,20.2856725701306,287.693704119606,105.033742103011,12.317988991427,6.68178521809579,153.966153913688,1.8737777296567,2.2809339758864,133.968010464525,25.2322031441638,7.16034905687004,-23.9444407096775,-29.3901278475311,-14.8178771273502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96389390301256,3.13630653911925,NA
Boiken,437,9860,USDA,domestica,dessert,Germany,old,NA,NA,NA,NA,NA,NA,15.0057514260711,11.4392394782753,310.359767970353,214.932854158828,13.9080430282888,12.3378799831232,153.162286856413,0.98699335129392,0.901378137298452,156.265202237229,NA,NA,NA,NA,NA,8.0936,11.4,180.412,5.0344,1.40852031234556,11.4683983375299,12.921967950078,289.559477032707,9.18851580770732,246.729480183682,1.03678012632016,-37.3655775090268,-0.596407061534202,-26.8786203149744,-45.2098673457453,35.8552576952662,6.21965753010595,6.36771675905846,136.617181926593
Bongkushu (880626),545,94797,USDA,domestica,NA,Pakistan,old,NA,2.6398,11.6,71.1383333333333,3.01433333333333,4.39427229335556,2.01264191840315,4.96947361453579,291.865835864871,81.3949730646744,10.4837426980113,4.42124000822203,148.652236759709,0.971270772679119,6.05993533354515,143.863055006545,31.1609370679531,10.6475076138643,-12.6010727016169,-31.8215403884956,-27.4864820911406,NA,NA,45.812,4.7296,NA,12.0197338257403,3.33484830519565,253.666958088247,8.97997933954918,57.3216928161402,3.62838653117796,NA,NA,-20.079122319464,-47.331727377477,NA,11.7538122071043,3.07930583866574,104.927701974716
Bonne-Hotture,561,24636,USDA,domestica,dessert,France,old,NA,2.9346,13.3,104.339,NA,4.53213385129149,5.55282773430604,13.3856725701306,310.304643904039,98.6840025703932,14.2535011299945,8.91336563529858,154.336649861933,1.46163123283932,2.52596364066806,155.564437366283,-47.1512508506308,-6.68959241170571,5.73040947095045,NA,79.4219749771554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67217975302051,4.75109359728366,NA
Bonza,389,24851,USDA,domestica,dessert,Australia,new,NA,3.685,13.1,179.731,6.1364,3.55495251017639,5.71264191840314,16.5392394782753,312.878761717967,211.502450118876,13.4652704055043,7.68914687514139,153.737428963335,0.948641757869817,2.4719027520915,159.373746855877,-35.4939439118552,-2.71268525996319,-15.0217882114456,-20.1940072202462,43.8144161281633,4.6364,11.2,171.008,7.357,2.41566732809939,10.9707239574334,7.53785240149378,267.960036517539,8.44960856092598,154.590723630747,1.48143961163562,-38.4917645895905,2.08988981452997,10.619832796997,-12.930877839461,63.0621531330806,3.44928592400413,4.45238815126963,114.188929092979
Boughsweet,256,NA,Kentville,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.03986580553,1.0020883024682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bouteille,481,161196,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.508462270581,1.95382427274726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowden Seedling,570,165095,USDA,domestica,dessert,United Kingdom,old,NA,5.7352,14.8,107.668,5.4304,2.58055516808481,7.04641585071699,11.7898259852565,308.792177730089,124.473162073727,13.9053229030954,6.76077712676362,153.218292062421,1.00503363459175,1.97464740709807,156.728602726261,-18.6082666492579,6.43406200013839,-13.5010325067287,-19.6778728512897,30.6843519915881,5.64586666666667,12.2333333333333,115.803333333333,5.50133333333333,2.29169870183391,11.808558504036,6.11701527237193,275.148158626195,7.7222453280583,110.30006057415,1.85155635116691,-7.70226302741545,3.59717766696179,4.98936512866499,-28.7599253892572,23.7714801598994,4.27375534203379,4.39572102347906,121.928223388723
Braeburn,40,17183,Kentville,domestica,dessert,New Zealand,new,1952,5.0518,12.8,119.368,7.6944,2.53375034641118,6.07157604307048,11.9694736145358,307.002041853424,137.75620661755,11.9589196859807,10.1914308241978,155.409476669853,1.47353108648745,2.01031481723071,151.711491434893,-16.7959033344292,7.03307937593468,-13.3483688822826,-24.501278252991,26.0374904812931,4.0736,12.8,84.78,11.7262,3.14218381775334,9.94020630308095,6.12712705396768,274.834202887877,12.9091430421578,94.7852279945209,1.7233943087874,-33.5153333018923,28.7699632152772,-10.5556827854012,-9.16360627730767,82.3252984956308,4.18274100922997,4.0609081720248,119.296736237382
Bramley,562,186774,USDA,domestica,dessert,United Kingdom,old,1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.342496239572,1.94233270649619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,428,610641,USDA,domestica,NA,Brazil,new,NA,4.3148,13.7,118.1165,4.61265,3.20101854957423,4.20899828276881,11.1500660444598,300.121528063936,148.594117246123,11.9486775593275,6.40353541549833,153.968062447754,1.98116665666856,2.86438663541536,146.307798413694,2.51370302678266,14.6570399274467,-20.5106486117762,-27.9671353290854,11.7523210727471,4.3148,13.5,171.874,4.6854,3.12876610735144,11.8080653367501,NA,271.669528353017,8.45287254124853,196.747600464098,NA,NA,14.3286356824611,-12.6423907612723,-44.5703223710511,NA,4.97966203972381,4.80588482530424,117.74036294376
Brettacher,486,18083,USDA,domestica,dessert,Germany,old,NA,8.3482,12.3,225.067,4.9592,1.47337150523466,8.54641585071698,22.9898259852565,308.792177730089,232.073162073727,11.771989569762,6.70877712676362,153.99347012407,1.94138019650743,1.38375320467422,154.728602726261,-2.31928628537716,4.48531174028788,-3.01894540976746,-26.0789275557233,6.47646561957116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56665386968388,3.01852974575833,NA
Britegold,24,19536,Kentville,domestica,dessert,Canada,new,1980,1.1658,12.7,99.128,4.533,10.8938068279293,1.035508683578,16.2194736145358,284.15071211527,118.213269222934,11.2711201997089,6.93038254887081,151.915087665601,0.993782122311524,9.23142212133995,132.365291601502,12.5823489931348,12.6773539361953,-16.1447774419823,-34.5923552122158,18.0078939597668,1.4606,12.7,139.872,4.4396,8.69505682596193,11.3193494197159,1.9260874924473,264.48943500266,9.0374256135307,167.776181035989,5.38471508329569,-24.1675154567277,12.1972608945113,-16.6317893658596,-50.8753909592008,61.4766369521665,2.60328099390266,2.93746690452763,112.494929636567
Britemac,452,10129,USDA,domestica,dessert,United States,new,1964,NA,NA,NA,NA,NA,3.07288603158534,13.1194736145358,291.243041008856,146.747649986973,11.4323573286859,5.9402276542907,153.308791519055,1.35191973135996,3.5611968437918,137.42658574841,NA,NA,NA,NA,NA,4.0535,12.7,173.664,3.6608,3.13626434400607,11.8973953367382,6.58481287084344,254.164587601923,7.53605187473798,166.867130163145,1.78562262783085,-38.4416827097959,6.74605357345251,4.07322270731793,-51.4228396931346,75.6398185777899,NA,NA,101.29916645109
Brown's Apple,441,18794,USDA,domestica,cider,United Kingdom,old,NA,8.241,12.4,88.863,5.1003,1.50467176313554,8.2945018928077,18.2780546184273,281.409448454541,105.166214907378,11.9962289926246,5.39680219945627,155.554683473643,2.94233270649619,1.43924619798591,126.923249817381,-0.645028399524423,3.36581610457455,-15.5023311638025,-5.49403495807467,4.54582164199475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73191467779776,6.17014103181909,NA
Buckeye Gala,246,NA,Kentville,domestica,dessert,United States,new,NA,3.2294,14.5,131.26,6.261875,4.48999814206973,3.55282773430604,9.13923947827527,311.168363652727,145.255204740866,14.0201677966612,7.53704588429515,154.336049291409,1.91427980028921,3.76119251745775,157.019934448884,-9.10338914501899,3.42244265759122,-9.63490758615729,-16.9187093175618,19.3769827316521,4.4622,13.1,156.416,7.213,2.93577159248801,12.4009825160561,4.38701188329051,260.926506855208,9.73076766290248,149.927703969021,2.77348221094995,1.71387994174054,5.63679114166036,4.32761648395526,-25.8742963569175,5.85146646685987,4.02665439451186,4.04726765057838,107.043792873542
Bushy Grove,397,134666,USDA,domestica,dessert,United Kingdom,old,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.966153913688,0.981166657176375,NA,NA,NA,NA,NA,NA,NA,8.2142,11.1,290.592,3.0732,1.35131844854033,11.3506623812838,9.74457409188429,246.66470722012,6.13180252015658,303.411801714589,1.216330826063,-15.7048843536307,-2.20835025185068,-4.22521524942139,-49.8809690968077,11.0979364811674,NA,NA,94.6572827191166
C.P. Close,373,7076,USDA,domestica,dessert,United States,new,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.152431041208,1.0525421923091,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.2,2.42975,NA,10.2998707691464,5.58916902822376,224.937532692529,4.78955299309345,141.86484693189,1.8194712673296,NA,NA,-22.3204321695652,-49.2697960852775,NA,NA,NA,72.7691992977031
C'Huero Biz Bras,531,161197,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99637253115315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caillouett,455,139522,USDA,domestica,NA,France,old,NA,3.6046,16.6,107.998,5.0812,4.60522665482994,2.9945018928077,14.1856725701306,281.572719939466,132.839058640207,13.0851178815134,7.60511303460567,152.069012168127,2.03476694163093,4.64535045038644,129.344849361743,20.3739429471611,26.8616771382122,-18.7001164375071,-33.1870548553462,-0.863740981117201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2625751476456,10.9702074264762,NA
Camuzat,484,184097,USDA,domestica,NA,Spain,old,NA,NA,NA,NA,NA,NA,3.68476503367898,20.0463147372647,294.617090139369,91.111788761172,11.327345353312,6.79380909078576,161.112931800342,1.53476694108052,2.95746525406183,133.218468268541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0621994533612,7.00831423137421,281.264314262334,8.98783368250791,162.777714837222,1.83657371849817,NA,NA,NA,NA,NA,NA,NA,120.191044177189
